"Id","X1","X2","CLASS","MIN","INT","MAJ","Actual class safety"
"61.4217,55.413984,MIN","61.4217","55.413984","MIN","7","13","12","7"
"61.4217,55.413984,MIN","61.4217","55.413984","MIN","7","13","12","7"
"361.4217,455.413984,MIN","361.4217","455.413984","MIN","6","6","13","6"
"361.4217,455.413984,MIN","361.4217","455.413984","MIN","6","6","13","6"
"361.4217,455.413984,MIN","361.4217","455.413984","MIN","6","6","13","6"
"211.4217,255.413984,MIN","211.4217","255.413984","MIN","10","11","11","10"
"211.4217,255.413984,MIN","211.4217","255.413984","MIN","10","11","11","10"
"511.4217,188.747317,MIN","511.4217","188.747317","MIN","7","13","12","7"
"511.4217,188.747317,MIN","511.4217","188.747317","MIN","7","13","12","7"
"511.4217,188.747317,MIN","511.4217","188.747317","MIN","7","13","12","7"
"511.4217,188.747317,MIN","511.4217","188.747317","MIN","7","13","12","7"
"136.4217,588.747317,MIN","136.4217","588.747317","MIN","10","11","11","10"
"136.4217,588.747317,MIN","136.4217","588.747317","MIN","10","11","11","10"
"136.4217,588.747317,MIN","136.4217","588.747317","MIN","10","11","11","10"
"436.4217,388.747317,MIN","436.4217","388.747317","MIN","6","6","13","6"
"436.4217,388.747317,MIN","436.4217","388.747317","MIN","6","6","13","6"
"436.4217,388.747317,MIN","436.4217","388.747317","MIN","6","6","13","6"
"586.4217,522.080651,MIN","586.4217","522.080651","MIN","10","11","11","10"
"586.4217,522.080651,MIN","586.4217","522.080651","MIN","10","11","11","10"
"586.4217,522.080651,MIN","586.4217","522.080651","MIN","10","11","11","10"
"14.5467,322.080651,MIN","14.5467","322.080651","MIN","7","13","12","7"
"14.5467,322.080651,MIN","14.5467","322.080651","MIN","7","13","12","7"
"14.5467,322.080651,MIN","14.5467","322.080651","MIN","7","13","12","7"
"14.5467,322.080651,MIN","14.5467","322.080651","MIN","7","13","12","7"
"314.5467,33.191762,MIN","314.5467","33.191762","MIN","7","13","12","7"
"314.5467,33.191762,MIN","314.5467","33.191762","MIN","7","13","12","7"
"164.5467,433.191762,MIN","164.5467","433.191762","MIN","7","13","12","7"
"164.5467,433.191762,MIN","164.5467","433.191762","MIN","7","13","12","7"
"164.5467,433.191762,MIN","164.5467","433.191762","MIN","7","13","12","7"
"164.5467,433.191762,MIN","164.5467","433.191762","MIN","7","13","12","7"
"464.5467,233.191762,MIN","464.5467","233.191762","MIN","7","13","12","7"
"464.5467,233.191762,MIN","464.5467","233.191762","MIN","7","13","12","7"
"464.5467,233.191762,MIN","464.5467","233.191762","MIN","7","13","12","7"
"464.5467,233.191762,MIN","464.5467","233.191762","MIN","7","13","12","7"
"89.5467,166.525095,MIN","89.5467","166.525095","MIN","7","13","12","7"
"89.5467,166.525095,MIN","89.5467","166.525095","MIN","7","13","12","7"
"89.5467,166.525095,MIN","89.5467","166.525095","MIN","7","13","12","7"
"389.5467,566.525095,MIN","389.5467","566.525095","MIN","7","13","12","7"
"389.5467,566.525095,MIN","389.5467","566.525095","MIN","7","13","12","7"
"389.5467,566.525095,MIN","389.5467","566.525095","MIN","7","13","12","7"
"239.5467,366.525095,MIN","239.5467","366.525095","MIN","6","6","13","6"
"239.5467,366.525095,MIN","239.5467","366.525095","MIN","6","6","13","6"
"539.5467,99.858428,MIN","539.5467","99.858428","MIN","7","13","12","7"
"539.5467,99.858428,MIN","539.5467","99.858428","MIN","7","13","12","7"
"539.5467,99.858428,MIN","539.5467","99.858428","MIN","7","13","12","7"
"52.0467,499.858428,MIN","52.0467","499.858428","MIN","7","13","12","7"
"52.0467,499.858428,MIN","52.0467","499.858428","MIN","7","13","12","7"
"52.0467,499.858428,MIN","52.0467","499.858428","MIN","7","13","12","7"
"352.0467,299.858428,MIN","352.0467","299.858428","MIN","6","6","13","6"
"352.0467,299.858428,MIN","352.0467","299.858428","MIN","6","6","13","6"
"202.0467,0.818648,MIN","202.0467","0.818648","MIN","0","10","15","0"
"202.0467,0.818648,MIN","202.0467","0.818648","MIN","0","10","15","0"
"202.0467,0.818648,MIN","202.0467","0.818648","MIN","0","10","15","0"
"171.838289,1.762216,MIN","171.838289","1.762216","MIN","0","10","15","0"
"502.0467,400.818648,MIN","502.0467","400.818648","MIN","7","13","12","7"
"502.0467,400.818648,MIN","502.0467","400.818648","MIN","7","13","12","7"
"502.0467,400.818648,MIN","502.0467","400.818648","MIN","7","13","12","7"
