"Id","X1","X2","CLASS","MIN","INT","MAJ","Actual class safety"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"377.82795,15.633463,INT","377.82795","15.633463","INT","19","5","8","5"
"527.82795,215.633463,INT","527.82795","215.633463","INT","16","7","9","7"
"527.82795,215.633463,INT","527.82795","215.633463","INT","16","7","9","7"
"527.82795,215.633463,INT","527.82795","215.633463","INT","16","7","9","7"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"40.32795,148.966796,INT","40.32795","148.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"340.32795,548.966796,INT","340.32795","548.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"190.32795,348.966796,INT","190.32795","348.966796","INT","19","5","8","5"
"115.32795,482.300129,INT","115.32795","482.300129","INT","27","15","4","15"
"265.32795,60.077907,INT","265.32795","60.077907","INT","13","9","10","9"
"265.32795,60.077907,INT","265.32795","60.077907","INT","13","9","10","9"
"565.32795,460.077907,INT","565.32795","460.077907","INT","19","5","8","5"
"565.32795,460.077907,INT","565.32795","460.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"21.57795,260.077907,INT","21.57795","260.077907","INT","19","5","8","5"
"321.57795,193.411241,INT","321.57795","193.411241","INT","6","6","13","6"
"171.57795,593.411241,INT","171.57795","593.411241","INT","16","7","9","7"
"171.57795,593.411241,INT","171.57795","593.411241","INT","16","7","9","7"
"96.57795,126.744574,INT","96.57795","126.744574","INT","19","5","8","5"
"96.57795,126.744574,INT","96.57795","126.744574","INT","19","5","8","5"
"96.57795,126.744574,INT","96.57795","126.744574","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"546.57795,37.855685,INT","546.57795","37.855685","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"59.07795,437.855685,INT","59.07795","437.855685","INT","19","5","8","5"
"209.07795,171.189018,INT","209.07795","171.189018","INT","13","9","10","9"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"509.07795,571.189018,INT","509.07795","571.189018","INT","19","5","8","5"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"134.07795,371.189018,INT","134.07795","371.189018","INT","19","5","8","5"
"179.931686,210.177834,INT","179.931686","210.177834","INT","13","9","10","9"
"462.20295,141.559389,INT","462.20295","141.559389","INT","19","5","8","5"
"462.20295,141.559389,INT","462.20295","141.559389","INT","19","5","8","5"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"87.20295,541.559389,INT","87.20295","541.559389","INT","19","5","8","5"
"237.20295,74.892722,INT","237.20295","74.892722","INT","13","9","10","9"
